"Activity" "Subject" "Feature" "Mean"
"sitting" 13 "TimeBodyAccelerometer.MeanY-Axis" -0.00587732936326531
"sitting" 14 "TimeBodyAccelerometer.MeanY-Axis" -0.00870565463888889
"sitting" 15 "TimeBodyAccelerometer.MeanY-Axis" -0.0117188472271186
"sitting" 16 "TimeBodyAccelerometer.MeanY-Axis" -0.0102497939956522
"sitting" 17 "TimeBodyAccelerometer.MeanY-Axis" -0.014156274084375
"sitting" 18 "TimeBodyAccelerometer.MeanY-Axis" -0.0128691279736842
"sitting" 19 "TimeBodyAccelerometer.MeanY-Axis" -0.016739260030137
"sitting" 20 "TimeBodyAccelerometer.MeanY-Axis" -0.0147229305131818
"sitting" 21 "TimeBodyAccelerometer.MeanY-Axis" -0.0144009705494118
"sitting" 22 "TimeBodyAccelerometer.MeanY-Axis" -0.0123468446419355
"sitting" 23 "TimeBodyAccelerometer.MeanY-Axis" -0.0133945015676471
"sitting" 24 "TimeBodyAccelerometer.MeanY-Axis" -0.0131255097938235
"sitting" 25 "TimeBodyAccelerometer.MeanY-Axis" -0.0147696808030769
"sitting" 26 "TimeBodyAccelerometer.MeanY-Axis" -0.00713364541358974
"sitting" 27 "TimeBodyAccelerometer.MeanY-Axis" -0.0155269799285714
"sitting" 28 "TimeBodyAccelerometer.MeanY-Axis" -0.0185404441258333
"sitting" 29 "TimeBodyAccelerometer.MeanY-Axis" -0.016630680375
"sitting" 30 "TimeBodyAccelerometer.MeanY-Axis" -0.00804731295322581
"standing" 1 "TimeBodyAccelerometer.MeanY-Axis" -0.0161375901037736
"standing" 2 "TimeBodyAccelerometer.MeanY-Axis" -0.0184208270166667
"standing" 3 "TimeBodyAccelerometer.MeanY-Axis" -0.0143376555065574
"standing" 4 "TimeBodyAccelerometer.MeanY-Axis" -0.00948911098553572
"standing" 5 "TimeBodyAccelerometer.MeanY-Axis" -0.00700418554517857
"standing" 6 "TimeBodyAccelerometer.MeanY-Axis" -0.0181236327175439
"standing" 7 "TimeBodyAccelerometer.MeanY-Axis" -0.0145740341037736
"standing" 8 "TimeBodyAccelerometer.MeanY-Axis" -0.0148113067148148
"standing" 9 "TimeBodyAccelerometer.MeanY-Axis" -0.0200454954022222
"standing" 10 "TimeBodyAccelerometer.MeanY-Axis" -0.0155418603409091
"standing" 11 "TimeBodyAccelerometer.MeanY-Axis" -0.0171990886595745
"standing" 12 "TimeBodyAccelerometer.MeanY-Axis" -0.0169002543196721
"standing" 13 "TimeBodyAccelerometer.MeanY-Axis" -0.0167891993964912
"standing" 14 "TimeBodyAccelerometer.MeanY-Axis" -0.01520781344
"standing" 15 "TimeBodyAccelerometer.MeanY-Axis" -0.0183516360396226
"standing" 16 "TimeBodyAccelerometer.MeanY-Axis" -0.0165999672935897
"standing" 17 "TimeBodyAccelerometer.MeanY-Axis" -0.0174120064169231
"standing" 18 "TimeBodyAccelerometer.MeanY-Axis" -0.0166353518150685
"standing" 19 "TimeBodyAccelerometer.MeanY-Axis" -0.0154244056945205
"standing" 20 "TimeBodyAccelerometer.MeanY-Axis" -0.0180695049161644
"standing" 21 "TimeBodyAccelerometer.MeanY-Axis" -0.0167084730205618
"standing" 22 "TimeBodyAccelerometer.MeanY-Axis" -0.0158563207496825
"standing" 23 "TimeBodyAccelerometer.MeanY-Axis" -0.0177475547867647
"standing" 24 "TimeBodyAccelerometer.MeanY-Axis" -0.0144785340348986
"standing" 25 "TimeBodyAccelerometer.MeanY-Axis" -0.0163569730274324
"standing" 26 "TimeBodyAccelerometer.MeanY-Axis" -0.0166608306652703
"standing" 27 "TimeBodyAccelerometer.MeanY-Axis" -0.016593236445
"standing" 28 "TimeBodyAccelerometer.MeanY-Axis" -0.0172635124672152
"standing" 29 "TimeBodyAccelerometer.MeanY-Axis" -0.0172605869061538
"standing" 30 "TimeBodyAccelerometer.MeanY-Axis" -0.0170163887813559
"walking" 1 "TimeBodyAccelerometer.MeanY-Axis" -0.0173838185273684
"walking" 2 "TimeBodyAccelerometer.MeanY-Axis" -0.0185949199145763
"walking" 3 "TimeBodyAccelerometer.MeanY-Axis" -0.0171767844203448
"walking" 4 "TimeBodyAccelerometer.MeanY-Axis" -0.0148399475341667
"walking" 5 "TimeBodyAccelerometer.MeanY-Axis" -0.0172850317482679
"walking" 6 "TimeBodyAccelerometer.MeanY-Axis" -0.0168954189082456
"walking" 7 "TimeBodyAccelerometer.MeanY-Axis" -0.018653665345614
"walking" 8 "TimeBodyAccelerometer.MeanY-Axis" -0.0186628865310417
"walking" 9 "TimeBodyAccelerometer.MeanY-Axis" -0.0180891971284423
"walking" 10 "TimeBodyAccelerometer.MeanY-Axis" -0.017022351190566
"walking" 11 "TimeBodyAccelerometer.MeanY-Axis" -0.0166475833623729
"walking" 12 "TimeBodyAccelerometer.MeanY-Axis" -0.015560927606
"walking" 13 "TimeBodyAccelerometer.MeanY-Axis" -0.0185660651947368
"walking" 14 "TimeBodyAccelerometer.MeanY-Axis" -0.0217785380966102
"walking" 15 "TimeBodyAccelerometer.MeanY-Axis" -0.0170809740090741
"walking" 16 "TimeBodyAccelerometer.MeanY-Axis" -0.0204286929452941
"walking" 17 "TimeBodyAccelerometer.MeanY-Axis" -0.0184875403339344
"walking" 18 "TimeBodyAccelerometer.MeanY-Axis" -0.0178023631866071
"walking" 19 "TimeBodyAccelerometer.MeanY-Axis" -0.0191773587903846
"walking" 20 "TimeBodyAccelerometer.MeanY-Axis" -0.021199992245098
"walking" 21 "TimeBodyAccelerometer.MeanY-Axis" -0.0181610317526923
"walking" 22 "TimeBodyAccelerometer.MeanY-Axis" -0.0167213607957174
"walking" 23 "TimeBodyAccelerometer.MeanY-Axis" -0.0183618711932203
"walking" 24 "TimeBodyAccelerometer.MeanY-Axis" -0.0225446400534483
"walking" 25 "TimeBodyAccelerometer.MeanY-Axis" -0.0186477624716216
"walking" 26 "TimeBodyAccelerometer.MeanY-Axis" -0.0154259586949153
"walking" 27 "TimeBodyAccelerometer.MeanY-Axis" -0.0166478783221912
"walking" 28 "TimeBodyAccelerometer.MeanY-Axis" -0.0156759722981481
"walking" 29 "TimeBodyAccelerometer.MeanY-Axis" -0.0162915600588679
"walking" 30 "TimeBodyAccelerometer.MeanY-Axis" -0.0175880385730769
"walking downstairs" 1 "TimeBodyAccelerometer.MeanY-Axis" -0.00991850461020408
"walking downstairs" 2 "TimeBodyAccelerometer.MeanY-Axis" -0.0226614158361702
"walking downstairs" 3 "TimeBodyAccelerometer.MeanY-Axis" -0.0193554079328571
"walking downstairs" 4 "TimeBodyAccelerometer.MeanY-Axis" -0.00980200850666667
"walking downstairs" 5 "TimeBodyAccelerometer.MeanY-Axis" -0.00850107533191489
"walking downstairs" 6 "TimeBodyAccelerometer.MeanY-Axis" -0.019536840063125
"walking downstairs" 7 "TimeBodyAccelerometer.MeanY-Axis" -0.0166332372978723
"walking downstairs" 8 "TimeBodyAccelerometer.MeanY-Axis" -0.0211058674973684
"walking downstairs" 9 "TimeBodyAccelerometer.MeanY-Axis" -0.0203994269075476
"walking downstairs" 10 "TimeBodyAccelerometer.MeanY-Axis" -0.0200050770710526
"walking downstairs" 11 "TimeBodyAccelerometer.MeanY-Axis" -0.0178097721219565
"walking downstairs" 12 "TimeBodyAccelerometer.MeanY-Axis" -0.018084266865793
"walking downstairs" 13 "TimeBodyAccelerometer.MeanY-Axis" -0.0143723839108511
"walking downstairs" 14 "TimeBodyAccelerometer.MeanY-Axis" -0.0200141413657778
"walking downstairs" 15 "TimeBodyAccelerometer.MeanY-Axis" -0.00563047804309524
"walking downstairs" 16 "TimeBodyAccelerometer.MeanY-Axis" -0.0183898583787234
"walking downstairs" 17 "TimeBodyAccelerometer.MeanY-Axis" -0.0167359404347826
"walking downstairs" 18 "TimeBodyAccelerometer.MeanY-Axis" -0.0168666920221818
"walking downstairs" 19 "TimeBodyAccelerometer.MeanY-Axis" -0.0145942275069487
"walking downstairs" 20 "TimeBodyAccelerometer.MeanY-Axis" -0.00964120773155555
"walking downstairs" 21 "TimeBodyAccelerometer.MeanY-Axis" -0.0173195390157778
"walking downstairs" 22 "TimeBodyAccelerometer.MeanY-Axis" -0.0197999371686389
"walking downstairs" 23 "TimeBodyAccelerometer.MeanY-Axis" -0.0162111457238889
"walking downstairs" 24 "TimeBodyAccelerometer.MeanY-Axis" -0.0145730348310909
"walking downstairs" 25 "TimeBodyAccelerometer.MeanY-Axis" -0.0210170522987931
"walking downstairs" 26 "TimeBodyAccelerometer.MeanY-Axis" -0.01262580966778
"walking downstairs" 27 "TimeBodyAccelerometer.MeanY-Axis" -0.0135564467159091
"walking downstairs" 28 "TimeBodyAccelerometer.MeanY-Axis" -0.0220230465913043
"walking downstairs" 29 "TimeBodyAccelerometer.MeanY-Axis" -0.01494121505625
"walking downstairs" 30 "TimeBodyAccelerometer.MeanY-Axis" -0.0174383900204839
"walking upstairs" 1 "TimeBodyAccelerometer.MeanY-Axis" -0.0239531492643396
"walking upstairs" 2 "TimeBodyAccelerometer.MeanY-Axis" -0.0214121132045833
"walking upstairs" 3 "TimeBodyAccelerometer.MeanY-Axis" -0.0324109410555932
"walking upstairs" 4 "TimeBodyAccelerometer.MeanY-Axis" -0.0319804295729615
"walking upstairs" 5 "TimeBodyAccelerometer.MeanY-Axis" -0.0325269755153191
"walking upstairs" 6 "TimeBodyAccelerometer.MeanY-Axis" -0.0272425385070588
"walking upstairs" 7 "TimeBodyAccelerometer.MeanY-Axis" -0.0275639005607843
"walking upstairs" 8 "TimeBodyAccelerometer.MeanY-Axis" -0.0282415136341463
"walking upstairs" 9 "TimeBodyAccelerometer.MeanY-Axis" -0.0195101099975714
"walking upstairs" 10 "TimeBodyAccelerometer.MeanY-Axis" -0.0143854920340426
"walking upstairs" 11 "TimeBodyAccelerometer.MeanY-Axis" -0.0303157822055556
"walking upstairs" 12 "TimeBodyAccelerometer.MeanY-Axis" -0.0263574903403846
"walking upstairs" 13 "TimeBodyAccelerometer.MeanY-Axis" -0.0277392253910909
